rowid,Compartment,Feature,Channel,Suffix,Feature significance,Perturbation,Corrected p-value,Phenotypic activity,Perturbation example image,Median,Gene Rank,Feature Rank,JCP2022,Resources,Synonyms
24705,Nuclei,AreaShapeMaxFeretDiameter,,,0,TAAR5,0.06963,0.5149,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-16/A13_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-16/A13_1.jpg"", ""width"": 200}",-1.041,999999,0,JCP2022_806911,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/9038"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607405"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR5"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000135569"", ""label"": ""Ensembl""}]",PNR|taR-5
15728,Nuclei,NeighborsFirstClosestDistance,,_1,0,RHBDD2,0.1717,0.43126,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-19/A21_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-19/A21_4.jpg"", ""width"": 200}",-0.326,999999,0,JCP2022_805941,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/57414"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/615203"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHBDD2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000005486"", ""label"": ""Ensembl""}]",NPD007|RHBDL7
35685,Nuclei,NeighborsFirstClosestDistance,,_1,0,SGK223,0.00018,0.7644,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/C13_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/C13_2.jpg"", ""width"": 200}",0.015,999999,0,JCP2022_806306,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/157285"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK223"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",NACK|PEAK2|PRAGMIN|SGK223
36111,Cells,CountCount,,,0,TRIM37,0.00018,0.88294,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-27/A20_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-27/A20_0.jpg"", ""width"": 200}",0.006,999999,0,JCP2022_807276,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4591"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605073"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM37"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000108395"", ""label"": ""Ensembl""}]",MUL|POB1|TEF3
9948,Cells,CountCount,,,0,EFNA1,0.78376,0.19054,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-13/J05_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-13/J05_2.jpg"", ""width"": 200}",-0.28,999999,0,JCP2022_802017,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/1942"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/191164"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNA1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000169242"", ""label"": ""Ensembl""}]",B61|ECKLG|EFL1|EPLG1|GMAN|LERK-1|LERK1|TNFAIP4
14504,Cells,CountCount,,,0,PYCRL,0.0177,0.59315,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/L12_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/L12_0.jpg"", ""width"": 200}",-1.014,999999,0,JCP2022_805727,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/65263"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCRL"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",PYCRL
38820,Cytoplasm,RadialDistributionMeanFrac,,_mito_tubeness_11of20,0.00014,ARAF,0.00573,0.50098,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-14/L14_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-14/L14_3.jpg"", ""width"": 200}",-0.602,999999,0,JCP2022_800549,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/369"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/311010"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARAF"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000078061"", ""label"": ""Ensembl""}]",A-RAF|ARAF1|PKS2|RAFA1
34575,Cells,Granularity_3,Mito,,0,LTB4R,0.01668,0.68247,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-16/I11_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-16/I11_0.jpg"", ""width"": 200}",1.302,999999,0,JCP2022_803924,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/1241"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601531"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTB4R"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000213903"", ""label"": ""Ensembl""}]",BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7
17479,Cells,CountCount,,,0,TAAR6,0.00018,0.7769,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-15/A16_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-15/A16_2.jpg"", ""width"": 200}",-0.892,999999,0,JCP2022_806912,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/319100"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/608923"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR6"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000146383"", ""label"": ""Ensembl""}]",TA4|TAR4|TAR6|TRAR4|taR-4|taR-6
39644,Cells,CountCount,,,0,GPR141,0.00018,0.74444,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-15/N15_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-15/N15_0.jpg"", ""width"": 200}",-0.87,999999,0,JCP2022_802814,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/353345"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/609045"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR141"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000187037"", ""label"": ""Ensembl""}]",PGR13
37314,Cells,AreaShapeArea,,,0,NTF4,0.01138,0.57135,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-04/C03_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-04/C03_0.jpg"", ""width"": 200}",-1.039,999999,0,JCP2022_804728,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4909"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/162662"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000225950"", ""label"": ""Ensembl""}]",GLC10|GLC1O|NT-4|NT-4/5|NT-5|NT4|NT5|NTF5
13091,Cytoplasm,Texture_Correlation,RNA,_3_01_256,0.00006,CNGA4,0.00018,0.6396,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-17/O13_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-17/O13_6.jpg"", ""width"": 200}",0.721,999999,0,JCP2022_801412,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/1262"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/609472"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGA4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000132259"", ""label"": ""Ensembl""}]",CNCA2|CNG-4|CNG4|CNG5|CNGB2|OCNC2|OCNCBETA|OCNCb
31853,Cells,AreaShapeCompactness,,,0,STT3B,0.35382,0.29053,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-09/F04_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-09/F04_2.jpg"", ""width"": 200}",-0.554,999999,0,JCP2022_806861,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/201595"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/608605"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=STT3B"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000163527"", ""label"": ""Ensembl""}]",CDG1X|SIMP|STT3-B
17976,Cytoplasm,AreaShapeArea,,,0,VNN3,0.30069,0.37054,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R7-01/J08_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R7-01/J08_4.jpg"", ""width"": 200}",-0.933,999999,0,JCP2022_807659,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/55350"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=VNN3"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",HSA238982|VNN3
15673,Nuclei,AreaShapeZernike,,_2_2,0.00002,AGMAT,0.47597,0.25973,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-10/D20_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-10/D20_4.jpg"", ""width"": 200}",0.604,999999,0,JCP2022_800308,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/79814"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/617887"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGMAT"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000116771"", ""label"": ""Ensembl""}]",79814
27074,Cells,Intensity_IntegratedIntensityEdge,DNA,,0.00001,TPO,0.0005,0.70179,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-05/H09_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-05/H09_5.jpg"", ""width"": 200}",-0.911,999999,0,JCP2022_807221,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7173"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/606765"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPO"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000115705"", ""label"": ""Ensembl""}]",MSA|TDH2A|TPX
2347,Cells,AreaShapeCompactness,,,0,KMT5C,0.17964,0.34586,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-10/N13_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-10/N13_2.jpg"", ""width"": 200}",-0.837,999999,0,JCP2022_803744,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/84787"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/613198"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5C"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000133247"", ""label"": ""Ensembl""}]",SUV420H2|Suv4-20h2
31179,Cells,NeighborsNumberOfNeighbors,,_5,0.00001,MTM1,0.0121,0.71481,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-16/E16_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-16/E16_1.jpg"", ""width"": 200}",0.193,999999,0,JCP2022_804315,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4534"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/300415"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTM1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000171100"", ""label"": ""Ensembl""}]",CNM|CNMX|MTMX|XLMTM
20589,Cytoplasm,RadialDistributionFracAtD,,_mito_tubeness_1of20,0,RC3H1,0.04049,0.48509,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-25/J20_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-25/J20_5.jpg"", ""width"": 200}",-0.499,999999,0,JCP2022_805877,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/149041"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/609424"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RC3H1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000135870"", ""label"": ""Ensembl""}]",FHL6|IMDSHY|RNF198|ROQUIN
14356,Cells,Granularity_3,Mito,,0,AASDHPPT,0.25016,0.33111,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-04/J14_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-04/J14_1.jpg"", ""width"": 200}",0.848,999999,0,JCP2022_800015,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/60496"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607756"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=AASDHPPT"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000149313"", ""label"": ""Ensembl""}]",AASD-PPT|ACPS|CGI-80|LYS2|LYS5
13529,Cells,NeighborsNumberOfNeighbors,,_5,0,IL13RA2,0.49529,0.23502,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-03/P21_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-03/P21_4.jpg"", ""width"": 200}",0.939,999999,0,JCP2022_803369,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/3598"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/300130"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000123496"", ""label"": ""Ensembl""}]",CD213A2|CT19|IL-13R|IL13BP
18032,Cells,CountCount,,,0,YES1,0.00018,0.72421,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-14/D20_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-14/D20_1.jpg"", ""width"": 200}",-0.863,999999,0,JCP2022_807733,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7525"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/164880"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000176105"", ""label"": ""Ensembl""}]",HsT441|P61-YES|Yes|c-yes
15030,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of16,0,GJB1,0.46865,0.3376,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-17/D07_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-17/D07_6.jpg"", ""width"": 200}",-0.308,999999,0,JCP2022_802697,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/2705"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/304040"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000169562"", ""label"": ""Ensembl""}]",CMTX|CMTX1|CX32
27108,Nuclei,AreaShapeZernike,,_2_2,0,EEF1A2,0.0465,0.45361,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-11/F21_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-11/F21_5.jpg"", ""width"": 200}",0.893,999999,0,JCP2022_802008,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/1917"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/602959"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000101210"", ""label"": ""Ensembl""}]",DEE33|EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL
28265,Cells,AreaShapeCompactness,,,0,CHST12,0.0204,0.60116,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-06/F05_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-06/F05_1.jpg"", ""width"": 200}",-0.928,999999,0,JCP2022_801329,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/55501"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/610129"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST12"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000136213"", ""label"": ""Ensembl""}]",C4S-2|C4ST-2|C4ST2
20659,Nuclei,AreaShapeZernike,,_1_1,0,PIP4K2B,0.00018,0.87253,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-13/G06_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-13/G06_2.jpg"", ""width"": 200}",2.011,999999,0,JCP2022_805174,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8396"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603261"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2B"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000276293"", ""label"": ""Ensembl""}]",PI5P4KB|PIP5K2B|PIP5KIIB|PIP5KIIbeta|PIP5P4KB
3351,Cells,Granularity_10,DNA,,0.00002,RBM39,0.00018,1,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-21/O18_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-21/O18_0.jpg"", ""width"": 200}",2.608,999999,0,JCP2022_805869,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/9584"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604739"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM39"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000131051"", ""label"": ""Ensembl""}]",CAPER|CAPERalpha|FSAP59|HCC1|RNPC2
